ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
0,625657653,4.788682460784912,0.069689545976161,0.67994907722774,0.19214990371402613,0.9528531951657888,0.5149330024400727,0.0,0.08590240258881016,0.42903059985126246,12.0,12.0
1,1698271443,4.792306184768677,0.07967027618782939,0.7569211833318304,0.16036250314291822,0.9697559235516492,0.5960880433398318,0.0,0.08860203328168909,0.5074860100581428,14.0,10.0
2,537762751,4.868304014205933,0.07702587572407837,0.6575317556308538,0.1993424602271186,0.9463016192189232,0.5138199338655816,0.0,0.09212624026404467,0.42169369360153686,12.0,12.0
3,574269003,4.958377838134766,0.06415358794681754,0.6939202544680532,0.14275662647493767,0.9641833113424432,0.5562295970749426,0.0,0.07116755461488326,0.4850620424600594,13.0,11.0
4,1375843275,4.880417585372925,0.08048445620224033,0.6342131138318389,0.17546376439615308,0.9504203749985425,0.5547642569500612,0.0,0.0888516224641447,0.46591263448591647,13.0,11.0
5,1306270088,4.879037618637085,0.06206748742220998,0.6475397028695954,0.13884066536625633,0.9575235170510032,0.5552816401970082,0.0,0.07254113550665357,0.4827405046903547,13.0,11.0
6,1238154541,4.762662887573242,0.07525095598038777,0.7248210193687038,0.21688792437612064,0.9692190815243769,0.5954119383316334,0.0,0.11314444789066483,0.4822674904409686,14.0,10.0
7,230554038,4.683210134506226,0.07233216552736792,0.6303424687852248,0.11390394445453293,0.9477268057157999,0.5142505824016014,0.0,0.05521189729611048,0.45903868510549084,12.0,12.0
8,1913423023,4.6810901165008545,0.07288344697003216,0.6897143280267515,0.1378352315363556,0.958980061852444,0.4367436741633005,0.0,0.05102649820416829,0.3857171759591323,10.0,14.0
9,32646995,4.779538631439209,0.07247215746102419,0.8068127743330445,0.200869117163683,0.9713748106687967,0.6364616206283984,0.0,0.11631064451536302,0.5201509761130353,15.0,9.0
10,1220271111,4.729947328567505,0.07067305477310142,0.5502192676311849,0.134269857244443,0.9628890793705047,0.5159205979222526,0.0,0.06289360999915558,0.45302698792309715,12.0,12.0
11,963240097,5.00475811958313,0.06837509329138032,0.7114537963061293,0.126725529952868,0.957328758128506,0.5541755012964774,0.0,0.06590080601893121,0.48827469527754624,13.0,11.0
12,1521599456,4.74557089805603,0.07165203159209202,0.8010330018817328,0.1857208362630466,0.9521949433098762,0.554450805269026,0.0,0.09253465043933919,0.4619161548296868,13.0,11.0
13,937759813,4.848483085632324,0.06769614742736466,0.8168856033379939,0.1799877036872585,0.9643490233196946,0.5958736973625993,0.0,0.10041476559402858,0.49545893176857075,14.0,10.0
14,865822978,4.7859861850738525,0.06905671065564181,0.908660093036683,0.1839837553014134,0.9520648741492049,0.5151109524893139,0.0,0.08575650797598033,0.4293544445133338,12.0,12.0
15,947449799,4.832855939865112,0.055993067912920996,0.7242195982432158,0.14050092673518286,0.9535912345863352,0.5549786154532298,0.0,0.0743008526947749,0.480677762758455,13.0,11.0
