ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP/TET-NS (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
0,288101568,3.8111507892608643,0.07124152360459056,0.696204301409826,0.11694427619470436,0.9499623404956307,0.8544430500749093,0.6338807360931389,0.0,0.0,0.6338807360931389,15.0,9.0
1,290386674,3.6069467067718506,0.0708526328871642,0.8485325779831746,0.17090350944110444,0.9543300018720625,0.8064613043301224,0.43553688193983425,0.0,0.0,0.43553688193983425,10.0,14.0
2,2114683909,3.6368775367736816,0.07726980114422313,0.7100422650971933,0.21571647172967232,0.9698436919540866,0.7802322539151558,0.5959540444904627,0.0,0.0,0.5959540444904627,14.0,10.0
3,986208138,3.566226005554199,0.07837908609771023,0.7706476813737307,0.16158854047412038,0.9646584362314615,0.8132038486788814,0.5564437920883354,0.0,0.0,0.5564437920883354,13.0,11.0
4,1033931326,3.461991786956787,0.07328544771321002,0.7000009021231395,0.16373861104030143,0.956558961066213,0.8088799185880423,0.5943954526658058,0.0,0.0,0.5943954526658058,14.0,10.0
5,695396926,3.4919216632843018,0.0746330652217743,0.6995425267976708,0.14670985767444003,0.9636486389631124,0.8477068945783506,0.5159546925873717,0.0,0.0,0.5159546925873717,12.0,12.0
6,1961342982,3.7701635360717773,0.07575820946161287,0.7482422560639931,0.16923623155001347,0.9558292858541704,0.8195021810884406,0.6340264177077375,0.0,0.0,0.6340264177077375,15.0,9.0
7,2021041766,3.429002285003662,0.06782423234248781,0.6362266373396331,0.16524995469651693,0.9598234769694042,0.8327132267467262,0.43604966972470033,0.0,0.0,0.43604966972470033,10.0,14.0
8,1150402562,3.509916305541992,0.07039538388406186,0.7225522820957379,0.18971822200140387,0.9612480039493576,0.7993729406790107,0.5155061609749256,0.0,0.0,0.5155061609749256,12.0,12.0
9,2104625298,3.571225166320801,0.06399522244501203,0.7572227306498904,0.11479967116110211,0.9623618328220016,0.8585642641079348,0.4755456960145486,0.0,0.0,0.4755456960145486,11.0,13.0
10,1992340928,3.759899854660034,0.05708929084339763,0.6426297645857006,0.1453280425743396,0.9663530977712963,0.8553040899882938,0.594894824901012,0.0,0.0,0.594894824901012,14.0,10.0
11,596865782,3.5818943977355957,0.06886188576652623,0.6893106248828296,0.1495288010848263,0.9588364305227735,0.8287639792104265,0.5154563085353351,0.0,0.0,0.5154563085353351,12.0,12.0
12,1412933653,3.82014799118042,0.07130100018719426,0.7823317989913346,0.1486321045392245,0.9514793005569434,0.8195480806780714,0.5553076059787491,0.0,0.0,0.5553076059787491,13.0,11.0
13,465654247,3.5149757862091064,0.07219908205019461,0.7760454630288338,0.16668615748368265,0.9581892902610177,0.8160751210917979,0.6333205199813228,0.0,0.0,0.6333205199813228,15.0,9.0
14,2057358302,3.4869232177734375,0.07502528399735323,0.799649755446148,0.1621610643345578,0.9635163410826589,0.8138357428394307,0.5163103943236907,0.0,0.0,0.5163103943236907,12.0,12.0
15,630957698,3.6132121086120605,0.07631565689130522,0.7585399970028917,0.2416183287750447,0.9492866566537197,0.7235622984651232,0.5148357443843508,0.0,0.0,0.5148357443843508,12.0,12.0
16,1136163917,3.582954168319702,0.07255606943252797,0.8198062347905436,0.17889661575038074,0.9539951429120415,0.7990875691835823,0.5154176135060956,0.0,0.0,0.5154176135060956,12.0,12.0
17,1565032794,3.632878541946411,0.0823530780364141,0.823828410342269,0.1819203453939008,0.9527081459441712,0.7982683314382227,0.5142114767217919,0.0,0.0,0.5142114767217919,12.0,12.0
